subject_race,subject_sex,outcome,year,month,count
white,female,citation,2015,3,140
white,female,citation,2015,4,154
white,female,citation,2015,5,139
white,female,citation,2015,6,127
white,female,citation,2015,7,126
white,female,citation,2015,8,178
white,female,citation,2015,9,219
white,female,citation,2015,10,178
white,female,citation,2015,11,99
white,female,citation,2015,12,77
white,female,citation,2016,1,72
white,female,citation,2016,2,79
white,female,citation,2016,3,105
white,female,citation,2016,4,108
white,female,citation,2016,5,136
white,female,citation,2016,6,128
white,female,citation,2016,7,95
white,female,citation,2016,8,117
white,female,citation,2016,9,89
white,female,citation,2016,10,76
white,female,citation,2016,11,60
white,female,citation,2016,12,83
white,female,citation,2017,1,183
white,female,citation,2017,2,93
white,female,citation,2017,3,97
white,female,citation,2017,4,102
white,female,citation,2017,5,106
white,female,citation,2017,6,72
white,female,citation,2017,7,120
white,female,citation,2017,8,108
white,female,citation,2017,9,89
white,female,citation,2017,10,58
white,female,citation,2017,11,78
white,female,citation,2017,12,49
white,female,citation,2018,1,74
white,female,citation,2018,2,56
white,female,citation,2018,3,116
white,female,citation,2018,4,76
white,female,citation,2018,5,123
white,female,citation,2018,6,142
white,female,citation,2018,7,60
white,female,warning,2011,5,115
white,female,warning,2011,6,163
white,female,warning,2011,7,141
white,female,warning,2011,8,161
white,female,warning,2011,9,158
white,female,warning,2011,10,176
white,female,warning,2011,11,149
white,female,warning,2011,12,151
white,female,warning,2012,1,168
white,female,warning,2012,2,143
white,female,warning,2012,3,199
white,female,warning,2012,4,141
white,female,warning,2012,5,127
white,female,warning,2012,6,146
white,female,warning,2012,7,66
white,female,warning,2012,8,94
white,female,warning,2012,9,73
white,female,warning,2012,10,80
white,female,warning,2012,11,58
white,female,warning,2012,12,52
white,female,warning,2013,1,46
white,female,warning,2013,2,33
white,female,warning,2013,3,52
white,female,warning,2013,4,49
white,female,warning,2013,5,44
white,female,warning,2013,6,41
white,female,warning,2013,7,43
white,female,warning,2013,8,54
white,female,warning,2013,9,47
white,female,warning,2013,10,76
white,female,warning,2013,11,81
white,female,warning,2013,12,85
white,female,warning,2014,1,80
white,female,warning,2014,2,66
white,female,warning,2014,3,54
white,female,warning,2014,4,63
white,female,warning,2014,5,94
white,female,warning,2014,6,111
white,female,warning,2014,7,133
white,female,warning,2014,8,154
white,female,warning,2014,9,150
white,female,warning,2014,10,187
white,female,warning,2014,11,167
white,female,warning,2014,12,156
white,female,warning,2015,1,200
white,female,warning,2015,2,144
white,female,warning,2015,3,183
white,female,warning,2015,4,206
white,female,warning,2015,5,165
white,female,warning,2015,6,189
white,female,warning,2015,7,224
white,female,warning,2015,8,236
white,female,warning,2015,9,172
white,female,warning,2015,10,175
white,female,warning,2015,11,154
white,female,warning,2015,12,149
white,female,warning,2016,1,218
white,female,warning,2016,2,163
white,female,warning,2016,3,164
white,female,warning,2016,4,148
white,female,warning,2016,5,150
white,female,warning,2016,6,117
white,female,warning,2016,7,73
white,female,warning,2016,8,128
white,female,warning,2016,9,132
white,female,warning,2016,10,153
white,female,warning,2016,11,151
white,female,warning,2016,12,143
white,female,warning,2017,1,154
white,female,warning,2017,2,99
white,female,warning,2017,3,171
white,female,warning,2017,4,157
white,female,warning,2017,5,131
white,female,warning,2017,6,132
white,female,warning,2017,7,136
white,female,warning,2017,8,146
white,female,warning,2017,9,199
white,female,warning,2017,10,146
white,female,warning,2017,11,155
white,female,warning,2017,12,129
white,female,warning,2018,1,155
white,female,warning,2018,2,86
white,female,warning,2018,3,150
white,female,warning,2018,4,133
white,female,warning,2018,5,158
white,female,warning,2018,6,121
white,female,warning,2018,7,73
white,male,arrest,2011,5,136
white,male,arrest,2011,6,171
white,male,arrest,2011,7,145
white,male,arrest,2011,8,154
white,male,arrest,2011,9,157
white,male,arrest,2011,10,237
white,male,arrest,2011,11,182
white,male,arrest,2011,12,195
white,male,arrest,2012,1,231
white,male,arrest,2012,2,195
white,male,arrest,2012,3,308
white,male,arrest,2012,4,221
white,male,arrest,2012,5,219
white,male,arrest,2012,6,238
white,male,arrest,2012,7,165
white,male,arrest,2012,8,120
white,male,arrest,2012,9,134
white,male,arrest,2012,10,137
white,male,arrest,2012,11,145
white,male,arrest,2012,12,181
white,male,arrest,2013,1,205
white,male,arrest,2013,2,133
white,male,arrest,2013,3,141
white,male,arrest,2013,4,131
white,male,arrest,2013,5,134
white,male,arrest,2013,6,169
white,male,arrest,2013,7,183
white,male,arrest,2013,8,170
white,male,arrest,2013,9,162
white,male,arrest,2013,10,163
white,male,arrest,2013,11,168
white,male,arrest,2013,12,182
white,male,arrest,2014,1,175
white,male,arrest,2014,2,152
white,male,arrest,2014,3,161
white,male,arrest,2014,4,167
white,male,arrest,2014,5,170
white,male,arrest,2014,6,201
white,male,arrest,2014,7,181
white,male,arrest,2014,8,200
white,male,arrest,2014,9,201
white,male,arrest,2014,10,203
white,male,arrest,2014,11,194
white,male,arrest,2014,12,219
white,male,arrest,2015,1,275
white,male,arrest,2015,2,213
white,male,arrest,2015,3,261
white,male,arrest,2015,4,193
white,male,arrest,2015,5,227
white,male,arrest,2015,6,186
white,male,arrest,2015,7,242
white,male,arrest,2015,8,233
white,male,arrest,2015,9,209
white,male,arrest,2015,10,206
white,male,arrest,2015,11,217
white,male,arrest,2015,12,159
white,male,arrest,2016,1,190
white,male,arrest,2016,2,158
white,male,arrest,2016,3,186
white,male,arrest,2016,4,191
white,male,arrest,2016,5,179
white,male,arrest,2016,6,184
white,male,arrest,2016,7,137
white,male,arrest,2016,8,185
white,male,arrest,2016,9,248
white,male,arrest,2016,10,229
white,male,arrest,2016,11,219
white,male,arrest,2016,12,218
white,male,arrest,2017,1,226
white,male,arrest,2017,2,212
white,male,arrest,2017,3,243
white,male,arrest,2017,4,234
white,male,arrest,2017,5,226
white,male,arrest,2017,6,197
white,male,arrest,2017,7,254
white,male,arrest,2017,8,215
white,male,arrest,2017,9,197
white,male,arrest,2017,10,211
white,male,arrest,2017,11,182
white,male,arrest,2017,12,185
white,male,arrest,2018,1,174
white,male,arrest,2018,2,169
white,male,arrest,2018,3,137
white,male,arrest,2018,4,131
white,male,arrest,2018,5,114
white,male,arrest,2018,6,130
white,male,arrest,2018,7,63
white,male,citation,2011,5,292
white,male,citation,2011,6,436
white,male,citation,2011,7,390
white,male,citation,2011,8,536
white,male,citation,2011,9,429
white,male,citation,2011,10,360
white,male,citation,2011,11,326
white,male,citation,2011,12,343
white,male,citation,2012,1,396
white,male,citation,2012,2,400
white,male,citation,2012,3,569
white,male,citation,2012,4,369
white,male,citation,2012,5,392
white,male,citation,2012,6,425
white,male,citation,2012,7,306
white,male,citation,2012,8,280
white,male,citation,2012,9,158
white,male,citation,2012,10,205
white,male,citation,2012,11,176
white,male,citation,2012,12,249
white,male,citation,2013,1,187
white,male,citation,2013,2,106
white,male,citation,2013,3,188
white,male,citation,2013,4,169
white,male,citation,2013,5,201
white,male,citation,2013,6,189
white,male,citation,2013,7,187
white,male,citation,2013,8,213
white,male,citation,2013,9,215
white,male,citation,2013,10,240
white,male,citation,2013,11,319
white,male,citation,2013,12,276
white,male,citation,2014,1,211
white,male,citation,2014,2,205
white,male,citation,2014,3,224
white,male,citation,2014,4,256
white,male,citation,2014,5,228
white,male,citation,2014,6,261
white,male,citation,2014,7,306
white,male,citation,2014,8,559
white,male,citation,2014,9,534
white,male,citation,2014,10,387
white,male,citation,2014,11,353
white,male,citation,2014,12,387
white,male,citation,2015,1,410
white,male,citation,2015,2,293
white,male,citation,2015,3,325
white,male,citation,2015,4,383
white,male,citation,2015,5,293
white,male,citation,2015,6,297
white,male,citation,2015,7,316
white,male,citation,2015,8,416
white,male,citation,2015,9,472
white,male,citation,2015,10,384
white,male,citation,2015,11,217
white,male,citation,2015,12,194
white,male,citation,2016,1,215
white,male,citation,2016,2,191
white,male,citation,2016,3,285
white,male,citation,2016,4,269
white,male,citation,2016,5,306
white,male,citation,2016,6,277
white,male,citation,2016,7,236
white,male,citation,2016,8,282
white,male,citation,2016,9,207
white,male,citation,2016,10,165
white,male,citation,2016,11,147
white,male,citation,2016,12,258
white,male,citation,2017,1,465
white,male,citation,2017,2,232
white,male,citation,2017,3,218
white,male,citation,2017,4,221
white,male,citation,2017,5,214
white,male,citation,2017,6,135
white,male,citation,2017,7,285
white,male,citation,2017,8,305
white,male,citation,2017,9,181
white,male,citation,2017,10,134
white,male,citation,2017,11,140
white,male,citation,2017,12,94
white,male,citation,2018,1,168
white,male,citation,2018,2,138
white,male,citation,2018,3,214
white,male,citation,2018,4,185
white,male,citation,2018,5,253
white,male,citation,2018,6,255
white,male,citation,2018,7,110
white,male,warning,2011,5,246
white,male,warning,2011,6,379
white,male,warning,2011,7,313
white,male,warning,2011,8,397
white,male,warning,2011,9,319
white,male,warning,2011,10,373
white,male,warning,2011,11,355
white,male,warning,2011,12,299
white,male,warning,2012,1,349
white,male,warning,2012,2,302
white,male,warning,2012,3,438
white,male,warning,2012,4,329
white,male,warning,2012,5,295
white,male,warning,2012,6,321
white,male,warning,2012,7,202
white,male,warning,2012,8,273
white,male,warning,2012,9,173
white,male,warning,2012,10,253
white,male,warning,2012,11,145
white,male,warning,2012,12,187
white,male,warning,2013,1,155
white,male,warning,2013,2,62
white,male,warning,2013,3,127
white,male,warning,2013,4,128
white,male,warning,2013,5,95
white,male,warning,2013,6,92
white,male,warning,2013,7,97
white,male,warning,2013,8,135
white,male,warning,2013,9,123
white,male,warning,2013,10,139
white,male,warning,2013,11,166
white,male,warning,2013,12,193
white,male,warning,2014,1,156
white,male,warning,2014,2,130
white,male,warning,2014,3,115
white,male,warning,2014,4,163
white,male,warning,2014,5,196
white,male,warning,2014,6,295
white,male,warning,2014,7,288
white,male,warning,2014,8,361
white,male,warning,2014,9,358
white,male,warning,2014,10,399
white,male,warning,2014,11,342
white,male,warning,2014,12,350
white,male,warning,2015,1,453
white,male,warning,2015,2,256
white,male,warning,2015,3,360
white,male,warning,2015,4,405
white,male,warning,2015,5,341
white,male,warning,2015,6,350
white,male,warning,2015,7,405
white,male,warning,2015,8,398
white,male,warning,2015,9,399
white,male,warning,2015,10,350
white,male,warning,2015,11,308
white,male,warning,2015,12,293
white,male,warning,2016,1,362
white,male,warning,2016,2,259
white,male,warning,2016,3,343
white,male,warning,2016,4,279
white,male,warning,2016,5,264
white,male,warning,2016,6,220
white,male,warning,2016,7,193
white,male,warning,2016,8,230
white,male,warning,2016,9,213
white,male,warning,2016,10,264
white,male,warning,2016,11,224
white,male,warning,2016,12,216
white,male,warning,2017,1,260
white,male,warning,2017,2,212
white,male,warning,2017,3,305
white,male,warning,2017,4,257
white,male,warning,2017,5,249
white,male,warning,2017,6,243
white,male,warning,2017,7,275
white,male,warning,2017,8,271
white,male,warning,2017,9,319
white,male,warning,2017,10,255
white,male,warning,2017,11,254
white,male,warning,2017,12,239
white,male,warning,2018,1,247
white,male,warning,2018,2,172
white,male,warning,2018,3,245
white,male,warning,2018,4,253
white,male,warning,2018,5,216
white,male,warning,2018,6,237
white,male,warning,2018,7,134
