subject_race,subject_sex,outcome,year,month,reason_for_stop,count
asian,male,warning,2011,4,TRAFFIC VI,2
asian,male,warning,2011,5,TRAFFIC VI,8
asian,male,warning,2011,6,OTHER,1
asian,male,warning,2011,6,TRAFFIC VI,3
asian,male,warning,2011,7,TRAFFIC VI,5
asian,male,warning,2011,8,CITIZEN CO,2
asian,male,warning,2011,8,SUSPECT PE,1
asian,male,warning,2011,8,TRAFFIC VI,11
asian,male,warning,2011,9,TRAFFIC VI,12
asian,male,warning,2011,10,SUSPECT PE,3
asian,male,warning,2011,10,TRAFFIC VI,8
asian,male,warning,2011,11,TRAFFIC VI,10
asian,male,warning,2011,12,SUSPECT VE,1
asian,male,warning,2011,12,TRAFFIC VI,7
asian,male,warning,2012,1,CALL FOR S,1
asian,male,warning,2012,1,TRAFFIC VI,7
asian,male,warning,2012,2,TRAFFIC VI,10
asian,male,warning,2012,3,CALL FOR S,3
asian,male,warning,2012,3,CRIMINAL V,1
asian,male,warning,2012,3,SUSPECT VE,1
asian,male,warning,2012,3,TRAFFIC VI,13
asian,male,warning,2012,4,CALL FOR S,1
asian,male,warning,2012,4,TRAFFIC VI,10
asian,male,warning,2012,5,TRAFFIC VI,10
asian,male,warning,2012,6,OTHER,1
asian,male,warning,2012,6,TRAFFIC VI,16
asian,male,warning,2012,7,CRIMINAL V,1
asian,male,warning,2012,7,FLAGGED DO,1
asian,male,warning,2012,7,TRAFFIC VI,2
asian,male,warning,2012,8,CRIMINAL V,1
asian,male,warning,2012,8,FLAGGED DO,1
asian,male,warning,2012,8,TRAFFIC VI,7
asian,male,warning,2012,9,CRIMINAL V,1
asian,male,warning,2012,9,TRAFFIC VI,2
asian,male,warning,2012,10,TRAFFIC VI,5
asian,male,warning,2012,11,TRAFFIC VI,3
asian,male,warning,2012,12,SUSPECT VE,1
asian,male,warning,2013,1,SUSPECT VE,2
asian,male,warning,2013,1,TRAFFIC VI,4
asian,male,warning,2013,3,TRAFFIC VI,2
asian,male,warning,2013,4,TRAFFIC VI,1
asian,male,warning,2013,5,CALL FOR S,1
asian,male,warning,2013,5,TRAFFIC VI,1
asian,male,warning,2013,6,TRAFFIC VI,1
asian,male,warning,2013,7,TRAFFIC VI,5
asian,male,warning,2013,8,CRIMINAL V,1
asian,male,warning,2013,8,OTHER,1
asian,male,warning,2013,8,SUSPECT PE,2
asian,male,warning,2013,8,TRAFFIC VI,1
asian,male,warning,2013,9,CITIZEN CO,1
asian,male,warning,2013,9,TRAFFIC VI,3
asian,male,warning,2013,10,TRAFFIC VI,5
asian,male,warning,2013,11,TRAFFIC VI,4
asian,male,warning,2013,12,TRAFFIC VI,3
asian,male,warning,2014,1,TRAFFIC VI,5
asian,male,warning,2014,2,TRAFFIC VI,4
asian,male,warning,2014,3,CALL FOR S,1
asian,male,warning,2014,3,TRAFFIC VI,2
asian,male,warning,2014,4,TRAFFIC VI,8
asian,male,warning,2014,5,TRAFFIC VI,8
asian,male,warning,2014,6,TRAFFIC VI,5
asian,male,warning,2014,7,FLAGGED DO,1
asian,male,warning,2014,7,TRAFFIC VI,6
asian,male,warning,2014,8,TRAFFIC VI,6
asian,male,warning,2014,9,CALL FOR S,1
asian,male,warning,2014,9,TRAFFIC VI,7
asian,male,warning,2014,10,SUSPECT VE,1
asian,male,warning,2014,10,TRAFFIC VI,14
asian,male,warning,2014,11,TRAFFIC VI,2
asian,male,warning,2014,12,SUSPECT PE,1
asian,male,warning,2014,12,TRAFFIC VI,5
asian,male,warning,2015,1,TRAFFIC VI,16
asian,male,warning,2015,2,CALL FOR S,1
asian,male,warning,2015,2,TRAFFIC VI,9
asian,male,warning,2015,3,CALL FOR S,1
asian,male,warning,2015,3,TRAFFIC VI,11
asian,male,warning,2015,4,TRAFFIC VI,10
asian,male,warning,2015,5,OTHER,1
asian,male,warning,2015,5,TRAFFIC VI,3
asian,male,warning,2015,6,SUSPECT PE,1
asian,male,warning,2015,6,TRAFFIC VI,9
asian,male,warning,2015,7,CALL FOR S,2
asian,male,warning,2015,7,TRAFFIC VI,14
asian,male,warning,2015,8,TRAFFIC VI,12
asian,male,warning,2015,9,SUSPECT PE,1
asian,male,warning,2015,9,TRAFFIC VI,12
asian,male,warning,2015,10,CRIMINAL V,1
asian,male,warning,2015,10,SUSPECT PE,1
asian,male,warning,2015,10,TRAFFIC VI,13
asian,male,warning,2015,11,TRAFFIC VI,5
asian,male,warning,2015,12,TRAFFIC VI,13
asian,male,warning,2016,1,TRAFFIC VI,12
asian,male,warning,2016,2,TRAFFIC VI,10
asian,male,warning,2016,3,TRAFFIC VI,7
asian,male,warning,2016,4,TRAFFIC VI,8
asian,male,warning,2016,5,TRAFFIC VI,7
asian,male,warning,2016,6,TRAFFIC VI,4
asian,male,warning,2016,7,TRAFFIC VI,10
asian,male,warning,2016,8,TRAFFIC VI,7
asian,male,warning,2016,9,SUSPECT PE,2
asian,male,warning,2016,9,TRAFFIC VI,14
asian,male,warning,2016,10,CRIMINAL V,1
asian,male,warning,2016,10,TRAFFIC VI,2
asian,male,warning,2016,11,TRAFFIC VI,10
asian,male,warning,2016,12,TRAFFIC VI,12
asian,male,warning,2017,1,TRAFFIC VI,8
asian,male,warning,2017,2,TRAFFIC VI,7
asian,male,warning,2017,3,TRAFFIC VI,13
asian,male,warning,2017,4,SUSPECT PE,1
asian,male,warning,2017,4,TRAFFIC VI,9
asian,male,warning,2017,5,TRAFFIC VI,3
asian,male,warning,2017,6,TRAFFIC VI,14
asian,male,warning,2017,7,TRAFFIC VI,10
asian,male,warning,2017,8,SUSPECT PE,1
asian,male,warning,2017,8,TRAFFIC VI,8
asian,male,warning,2017,9,TRAFFIC VI,15
asian,male,warning,2017,10,SUSPECT PE,1
asian,male,warning,2017,10,TRAFFIC VI,9
asian,male,warning,2017,11,SUSPECT PE,1
asian,male,warning,2017,11,TRAFFIC VI,13
asian,male,warning,2017,12,TRAFFIC VI,11
asian,male,warning,2018,1,SUSPECT PE,1
asian,male,warning,2018,1,SUSPECT VE,1
asian,male,warning,2018,1,TRAFFIC VI,11
asian,male,warning,2018,2,CALL FOR S,1
asian,male,warning,2018,2,TRAFFIC VI,5
asian,male,warning,2018,3,OTHER,1
asian,male,warning,2018,3,TRAFFIC VI,1
asian,male,warning,2018,4,CALL FOR S,1
asian,male,warning,2018,4,CRIMINAL V,1
asian,male,warning,2018,4,TRAFFIC VI,14
asian,male,warning,2018,5,TRAFFIC VI,11
asian,male,warning,2018,6,TRAFFIC VI,8
asian,male,warning,2018,7,TRAFFIC VI,4
black,female,arrest,2011,2,OTHER,2
black,female,arrest,2011,5,CALL FOR S,29
black,female,arrest,2011,5,CITIZEN CO,2
black,female,arrest,2011,5,CRIMINAL V,6
black,female,arrest,2011,5,JUVENILE V,5
black,female,arrest,2011,5,PRESENT AT,1
black,female,arrest,2011,5,SUSPECT PE,16
black,female,arrest,2011,5,SUSPECT VE,1
black,female,arrest,2011,5,TRAFFIC VI,47
black,female,arrest,2011,6,CALL FOR S,26
black,female,arrest,2011,6,CITIZEN CO,3
black,female,arrest,2011,6,CRIMINAL V,18
black,female,arrest,2011,6,JUVENILE V,15
black,female,arrest,2011,6,OTHER,5
black,female,arrest,2011,6,SUSPECT PE,19
black,female,arrest,2011,6,SUSPECT VE,3
black,female,arrest,2011,6,TRAFFIC VI,41
black,female,arrest,2011,7,CALL FOR S,22
black,female,arrest,2011,7,CITIZEN CO,1
black,female,arrest,2011,7,CRIMINAL V,22
black,female,arrest,2011,7,JUVENILE V,23
black,female,arrest,2011,7,OTHER,7
black,female,arrest,2011,7,PRESENT AT,1
black,female,arrest,2011,7,SUSPECT PE,16
black,female,arrest,2011,7,SUSPECT VE,1
black,female,arrest,2011,7,TRAFFIC VI,52
black,female,arrest,2011,8,CALL FOR S,27
black,female,arrest,2011,8,CITIZEN CO,9
black,female,arrest,2011,8,CRIMINAL V,14
black,female,arrest,2011,8,FLAGGED DO,2
black,female,arrest,2011,8,JUVENILE V,25
black,female,arrest,2011,8,OTHER,9
black,female,arrest,2011,8,SUSPECT PE,26
black,female,arrest,2011,8,SUSPECT VE,2
black,female,arrest,2011,8,TRAFFIC VI,69
black,female,arrest,2011,9,CALL FOR S,36
black,female,arrest,2011,9,CITIZEN CO,3
black,female,arrest,2011,9,CRIMINAL V,23
black,female,arrest,2011,9,FLAGGED DO,3
black,female,arrest,2011,9,JUVENILE V,15
black,female,arrest,2011,9,OTHER,4
black,female,arrest,2011,9,SUSPECT PE,15
black,female,arrest,2011,9,SUSPECT VE,1
black,female,arrest,2011,9,TRAFFIC VI,68
black,female,arrest,2011,10,CALL FOR S,35
black,female,arrest,2011,10,CITIZEN CO,9
black,female,arrest,2011,10,CRIMINAL V,10
black,female,arrest,2011,10,FLAGGED DO,3
black,female,arrest,2011,10,JUVENILE V,38
black,female,arrest,2011,10,OTHER,5
black,female,arrest,2011,10,PRESENT AT,1
black,female,arrest,2011,10,SUSPECT PE,23
black,female,arrest,2011,10,TRAFFIC VI,51
black,female,arrest,2011,11,CALL FOR S,28
black,female,arrest,2011,11,CITIZEN CO,5
black,female,arrest,2011,11,CRIMINAL V,12
black,female,arrest,2011,11,JUVENILE V,14
black,female,arrest,2011,11,OTHER,4
black,female,arrest,2011,11,SUSPECT PE,10
black,female,arrest,2011,11,TRAFFIC VI,68
black,female,arrest,2011,12,CALL FOR S,33
black,female,arrest,2011,12,CITIZEN CO,4
black,female,arrest,2011,12,CRIMINAL V,8
black,female,arrest,2011,12,JUVENILE V,8
black,female,arrest,2011,12,OTHER,9
black,female,arrest,2011,12,PRESENT AT,1
black,female,arrest,2011,12,SUSPECT PE,10
black,female,arrest,2011,12,TRAFFIC VI,74
black,female,arrest,2012,1,CALL FOR S,19
black,female,arrest,2012,1,CITIZEN CO,3
black,female,arrest,2012,1,CRIMINAL V,14
black,female,arrest,2012,1,FLAGGED DO,2
black,female,arrest,2012,1,JUVENILE V,1
black,female,arrest,2012,1,OTHER,5
black,female,arrest,2012,1,PRESENT AT,1
black,female,arrest,2012,1,SUSPECT PE,8
black,female,arrest,2012,1,SUSPECT VE,1
black,female,arrest,2012,1,TRAFFIC VI,52
black,female,arrest,2012,2,CALL FOR S,35
black,female,arrest,2012,2,CITIZEN CO,7
black,female,arrest,2012,2,CRIMINAL V,18
black,female,arrest,2012,2,JUVENILE V,12
black,female,arrest,2012,2,OTHER,2
black,female,arrest,2012,2,SUSPECT PE,11
black,female,arrest,2012,2,TRAFFIC VI,101
black,female,arrest,2012,3,CALL FOR S,53
black,female,arrest,2012,3,CITIZEN CO,3
black,female,arrest,2012,3,CRIMINAL V,21
black,female,arrest,2012,3,FLAGGED DO,1
black,female,arrest,2012,3,JUVENILE V,13
black,female,arrest,2012,3,OTHER,13
black,female,arrest,2012,3,SUSPECT PE,20
black,female,arrest,2012,3,SUSPECT VE,3
black,female,arrest,2012,3,TRAFFIC VI,106
black,female,arrest,2012,4,CALL FOR S,37
black,female,arrest,2012,4,CITIZEN CO,1
black,female,arrest,2012,4,CRIMINAL V,18
black,female,arrest,2012,4,FLAGGED DO,4
black,female,arrest,2012,4,JUVENILE V,15
black,female,arrest,2012,4,OTHER,15
black,female,arrest,2012,4,SUSPECT PE,12
black,female,arrest,2012,4,SUSPECT VE,3
black,female,arrest,2012,4,TRAFFIC VI,110
black,female,arrest,2012,5,CALL FOR S,31
black,female,arrest,2012,5,CITIZEN CO,4
black,female,arrest,2012,5,CRIMINAL V,17
black,female,arrest,2012,5,FLAGGED DO,3
black,female,arrest,2012,5,JUVENILE V,18
black,female,arrest,2012,5,OTHER,9
black,female,arrest,2012,5,PRESENT AT,1
black,female,arrest,2012,5,SUSPECT PE,18
black,female,arrest,2012,5,SUSPECT VE,1
black,female,arrest,2012,5,TRAFFIC VI,113
black,female,arrest,2012,6,CALL FOR S,36
black,female,arrest,2012,6,CITIZEN CO,3
black,female,arrest,2012,6,CRIMINAL V,25
black,female,arrest,2012,6,FLAGGED DO,4
black,female,arrest,2012,6,JUVENILE V,9
black,female,arrest,2012,6,OTHER,5
black,female,arrest,2012,6,SUSPECT PE,17
black,female,arrest,2012,6,SUSPECT VE,2
black,female,arrest,2012,6,TRAFFIC VI,150
black,female,arrest,2012,7,CALL FOR S,23
black,female,arrest,2012,7,CITIZEN CO,4
black,female,arrest,2012,7,CRIMINAL V,28
black,female,arrest,2012,7,FLAGGED DO,2
black,female,arrest,2012,7,JUVENILE V,4
black,female,arrest,2012,7,OTHER,6
black,female,arrest,2012,7,SUSPECT PE,13
black,female,arrest,2012,7,SUSPECT VE,2
black,female,arrest,2012,7,TRAFFIC VI,102
black,female,arrest,2012,8,CALL FOR S,25
black,female,arrest,2012,8,CRIMINAL V,12
black,female,arrest,2012,8,FLAGGED DO,4
black,female,arrest,2012,8,JUVENILE V,1
black,female,arrest,2012,8,OTHER,4
black,female,arrest,2012,8,SUSPECT PE,15
black,female,arrest,2012,8,SUSPECT VE,4
black,female,arrest,2012,8,TRAFFIC VI,71
black,female,arrest,2012,9,CALL FOR S,17
black,female,arrest,2012,9,CRIMINAL V,13
black,female,arrest,2012,9,FLAGGED DO,2
black,female,arrest,2012,9,JUVENILE V,1
black,female,arrest,2012,9,OTHER,11
black,female,arrest,2012,9,SUSPECT PE,10
black,female,arrest,2012,9,SUSPECT VE,1
black,female,arrest,2012,9,TRAFFIC VI,63
black,female,arrest,2012,10,CALL FOR S,35
black,female,arrest,2012,10,CRIMINAL V,18
black,female,arrest,2012,10,JUVENILE V,1
black,female,arrest,2012,10,OTHER,4
black,female,arrest,2012,10,SUSPECT PE,15
black,female,arrest,2012,10,TRAFFIC VI,59
black,female,arrest,2012,11,CALL FOR S,29
black,female,arrest,2012,11,CITIZEN CO,4
black,female,arrest,2012,11,CRIMINAL V,15
black,female,arrest,2012,11,FLAGGED DO,3
black,female,arrest,2012,11,JUVENILE V,1
black,female,arrest,2012,11,OTHER,9
black,female,arrest,2012,11,PRESENT AT,2
black,female,arrest,2012,11,SUSPECT PE,16
black,female,arrest,2012,11,TRAFFIC VI,56
black,female,arrest,2012,12,CALL FOR S,31
black,female,arrest,2012,12,CRIMINAL V,23
black,female,arrest,2012,12,FLAGGED DO,1
black,female,arrest,2012,12,JUVENILE V,1
black,female,arrest,2012,12,OTHER,14
black,female,arrest,2012,12,SUSPECT PE,17
black,female,arrest,2012,12,TRAFFIC VI,78
black,female,arrest,2013,1,CALL FOR S,39
black,female,arrest,2013,1,CITIZEN CO,1
black,female,arrest,2013,1,CRIMINAL V,23
black,female,arrest,2013,1,JUVENILE V,4
black,female,arrest,2013,1,OTHER,8
black,female,arrest,2013,1,PRESENT AT,1
black,female,arrest,2013,1,SUSPECT PE,15
black,female,arrest,2013,1,SUSPECT VE,2
black,female,arrest,2013,1,TRAFFIC VI,79
black,female,arrest,2013,2,CALL FOR S,21
black,female,arrest,2013,2,CITIZEN CO,2
black,female,arrest,2013,2,CRIMINAL V,26
black,female,arrest,2013,2,FLAGGED DO,4
black,female,arrest,2013,2,JUVENILE V,5
black,female,arrest,2013,2,OTHER,6
black,female,arrest,2013,2,SUSPECT PE,6
black,female,arrest,2013,2,SUSPECT VE,2
black,female,arrest,2013,2,TRAFFIC VI,56
black,female,arrest,2013,3,CALL FOR S,28
black,female,arrest,2013,3,CITIZEN CO,2
black,female,arrest,2013,3,CRIMINAL V,11
black,female,arrest,2013,3,FLAGGED DO,1
black,female,arrest,2013,3,JUVENILE V,11
black,female,arrest,2013,3,OTHER,9
black,female,arrest,2013,3,SUSPECT PE,13
black,female,arrest,2013,3,SUSPECT VE,1
black,female,arrest,2013,3,TRAFFIC VI,116
black,female,arrest,2013,4,CALL FOR S,30
black,female,arrest,2013,4,CITIZEN CO,2
black,female,arrest,2013,4,CRIMINAL V,16
black,female,arrest,2013,4,JUVENILE V,6
black,female,arrest,2013,4,OTHER,9
black,female,arrest,2013,4,PRESENT AT,1
black,female,arrest,2013,4,SUSPECT PE,17
black,female,arrest,2013,4,SUSPECT VE,1
black,female,arrest,2013,4,TRAFFIC VI,80
black,female,arrest,2013,5,CALL FOR S,35
black,female,arrest,2013,5,CRIMINAL V,6
black,female,arrest,2013,5,FLAGGED DO,1
black,female,arrest,2013,5,JUVENILE V,3
black,female,arrest,2013,5,OTHER,6
black,female,arrest,2013,5,PRESENT AT,1
black,female,arrest,2013,5,SUSPECT PE,18
black,female,arrest,2013,5,SUSPECT VE,2
black,female,arrest,2013,5,TRAFFIC VI,55
black,female,arrest,2013,6,CALL FOR S,46
black,female,arrest,2013,6,CITIZEN CO,3
black,female,arrest,2013,6,CRIMINAL V,23
black,female,arrest,2013,6,FLAGGED DO,2
black,female,arrest,2013,6,JUVENILE V,5
black,female,arrest,2013,6,OTHER,8
black,female,arrest,2013,6,SUSPECT PE,23
black,female,arrest,2013,6,SUSPECT VE,2
black,female,arrest,2013,6,TRAFFIC VI,123
black,female,arrest,2013,7,CALL FOR S,51
black,female,arrest,2013,7,CITIZEN CO,3
black,female,arrest,2013,7,CRIMINAL V,31
black,female,arrest,2013,7,FLAGGED DO,2
black,female,arrest,2013,7,JUVENILE V,2
black,female,arrest,2013,7,OTHER,14
black,female,arrest,2013,7,PRESENT AT,2
black,female,arrest,2013,7,SUSPECT PE,28
black,female,arrest,2013,7,SUSPECT VE,6
black,female,arrest,2013,7,TRAFFIC VI,135
black,female,arrest,2013,8,CALL FOR S,65
black,female,arrest,2013,8,CITIZEN CO,5
black,female,arrest,2013,8,CRIMINAL V,21
black,female,arrest,2013,8,JUVENILE V,3
black,female,arrest,2013,8,OTHER,8
black,female,arrest,2013,8,PRESENT AT,1
black,female,arrest,2013,8,SUSPECT PE,23
black,female,arrest,2013,8,TRAFFIC VI,102
black,female,arrest,2013,9,CALL FOR S,54
black,female,arrest,2013,9,CITIZEN CO,3
black,female,arrest,2013,9,CRIMINAL V,16
black,female,arrest,2013,9,FLAGGED DO,2
black,female,arrest,2013,9,OTHER,11
black,female,arrest,2013,9,PRESENT AT,1
black,female,arrest,2013,9,SUSPECT PE,18
black,female,arrest,2013,9,SUSPECT VE,2
black,female,arrest,2013,9,TRAFFIC VI,92
black,female,arrest,2013,10,CALL FOR S,50
black,female,arrest,2013,10,CITIZEN CO,5
black,female,arrest,2013,10,CRIMINAL V,29
black,female,arrest,2013,10,JUVENILE V,4
black,female,arrest,2013,10,OTHER,18
black,female,arrest,2013,10,SUSPECT PE,17
black,female,arrest,2013,10,SUSPECT VE,1
black,female,arrest,2013,10,TRAFFIC VI,93
black,female,arrest,2013,11,CALL FOR S,43
black,female,arrest,2013,11,CITIZEN CO,3
black,female,arrest,2013,11,CRIMINAL V,20
black,female,arrest,2013,11,JUVENILE V,1
black,female,arrest,2013,11,OTHER,9
black,female,arrest,2013,11,SUSPECT PE,20
black,female,arrest,2013,11,SUSPECT VE,2
black,female,arrest,2013,11,TRAFFIC VI,92
black,female,arrest,2013,12,CALL FOR S,37
black,female,arrest,2013,12,CITIZEN CO,2
black,female,arrest,2013,12,CRIMINAL V,14
black,female,arrest,2013,12,FLAGGED DO,4
black,female,arrest,2013,12,JUVENILE V,2
black,female,arrest,2013,12,OTHER,6
black,female,arrest,2013,12,SUSPECT PE,17
black,female,arrest,2013,12,SUSPECT VE,1
black,female,arrest,2013,12,TRAFFIC VI,84
black,female,arrest,2014,1,CALL FOR S,52
black,female,arrest,2014,1,CITIZEN CO,5
black,female,arrest,2014,1,CRIMINAL V,20
black,female,arrest,2014,1,FLAGGED DO,1
black,female,arrest,2014,1,JUVENILE V,2
black,female,arrest,2014,1,OTHER,1
black,female,arrest,2014,1,SUSPECT PE,10
black,female,arrest,2014,1,SUSPECT VE,3
black,female,arrest,2014,1,TRAFFIC VI,84
black,female,arrest,2014,2,CALL FOR S,51
black,female,arrest,2014,2,CITIZEN CO,2
black,female,arrest,2014,2,CRIMINAL V,22
black,female,arrest,2014,2,JUVENILE V,3
black,female,arrest,2014,2,OTHER,5
black,female,arrest,2014,2,SUSPECT PE,16
black,female,arrest,2014,2,SUSPECT VE,4
black,female,arrest,2014,2,TRAFFIC VI,81
black,female,arrest,2014,3,CALL FOR S,46
black,female,arrest,2014,3,CITIZEN CO,1
black,female,arrest,2014,3,CRIMINAL V,9
black,female,arrest,2014,3,FLAGGED DO,1
black,female,arrest,2014,3,JUVENILE V,2
black,female,arrest,2014,3,OTHER,8
black,female,arrest,2014,3,SUSPECT PE,15
black,female,arrest,2014,3,SUSPECT VE,1
black,female,arrest,2014,3,TRAFFIC VI,57
black,female,arrest,2014,4,CALL FOR S,57
black,female,arrest,2014,4,CITIZEN CO,6
black,female,arrest,2014,4,CRIMINAL V,16
black,female,arrest,2014,4,FLAGGED DO,4
black,female,arrest,2014,4,JUVENILE V,7
black,female,arrest,2014,4,OTHER,8
black,female,arrest,2014,4,PRESENT AT,1
black,female,arrest,2014,4,SUSPECT PE,15
black,female,arrest,2014,4,SUSPECT VE,1
black,female,arrest,2014,4,TRAFFIC VI,102
black,female,arrest,2014,5,CALL FOR S,58
black,female,arrest,2014,5,CITIZEN CO,2
black,female,arrest,2014,5,CRIMINAL V,20
black,female,arrest,2014,5,FLAGGED DO,3
black,female,arrest,2014,5,JUVENILE V,8
black,female,arrest,2014,5,OTHER,4
black,female,arrest,2014,5,SUSPECT PE,9
black,female,arrest,2014,5,SUSPECT VE,3
black,female,arrest,2014,5,TRAFFIC VI,97
black,female,arrest,2014,6,CALL FOR S,71
black,female,arrest,2014,6,CITIZEN CO,3
black,female,arrest,2014,6,CRIMINAL V,27
black,female,arrest,2014,6,FLAGGED DO,1
black,female,arrest,2014,6,JUVENILE V,3
black,female,arrest,2014,6,OTHER,16
black,female,arrest,2014,6,PRESENT AT,1
black,female,arrest,2014,6,SUSPECT PE,21
black,female,arrest,2014,6,SUSPECT VE,1
black,female,arrest,2014,6,TRAFFIC VI,92
black,female,arrest,2014,7,CALL FOR S,82
black,female,arrest,2014,7,CITIZEN CO,2
black,female,arrest,2014,7,CRIMINAL V,18
black,female,arrest,2014,7,FLAGGED DO,4
black,female,arrest,2014,7,JUVENILE V,2
black,female,arrest,2014,7,OTHER,14
black,female,arrest,2014,7,SUSPECT PE,16
black,female,arrest,2014,7,TRAFFIC VI,79
black,female,arrest,2014,8,CALL FOR S,68
black,female,arrest,2014,8,CITIZEN CO,2
black,female,arrest,2014,8,CRIMINAL V,19
black,female,arrest,2014,8,JUVENILE V,2
black,female,arrest,2014,8,OTHER,22
black,female,arrest,2014,8,SUSPECT PE,29
black,female,arrest,2014,8,TRAFFIC VI,96
black,female,arrest,2014,9,CALL FOR S,73
black,female,arrest,2014,9,CITIZEN CO,12
black,female,arrest,2014,9,CRIMINAL V,18
black,female,arrest,2014,9,FLAGGED DO,4
black,female,arrest,2014,9,JUVENILE V,4
black,female,arrest,2014,9,OTHER,16
black,female,arrest,2014,9,PRESENT AT,1
black,female,arrest,2014,9,SUSPECT PE,25
black,female,arrest,2014,9,SUSPECT VE,2
black,female,arrest,2014,9,TRAFFIC VI,82
black,female,arrest,2014,10,CALL FOR S,69
black,female,arrest,2014,10,CITIZEN CO,4
black,female,arrest,2014,10,CRIMINAL V,25
black,female,arrest,2014,10,FLAGGED DO,8
black,female,arrest,2014,10,JUVENILE V,2
black,female,arrest,2014,10,OTHER,23
black,female,arrest,2014,10,PRESENT AT,1
black,female,arrest,2014,10,SUSPECT PE,34
black,female,arrest,2014,10,TRAFFIC VI,92
black,female,arrest,2014,11,CALL FOR S,78
black,female,arrest,2014,11,CITIZEN CO,2
black,female,arrest,2014,11,CRIMINAL V,12
black,female,arrest,2014,11,FLAGGED DO,2
black,female,arrest,2014,11,OTHER,12
black,female,arrest,2014,11,SUSPECT PE,16
black,female,arrest,2014,11,SUSPECT VE,3
black,female,arrest,2014,11,TRAFFIC VI,92
black,female,arrest,2014,12,CALL FOR S,70
black,female,arrest,2014,12,CITIZEN CO,3
black,female,arrest,2014,12,CRIMINAL V,19
black,female,arrest,2014,12,JUVENILE V,3
black,female,arrest,2014,12,OTHER,13
black,female,arrest,2014,12,PRESENT AT,1
black,female,arrest,2014,12,SUSPECT PE,13
black,female,arrest,2014,12,TRAFFIC VI,80
black,female,arrest,2015,1,CALL FOR S,75
black,female,arrest,2015,1,CITIZEN CO,4
black,female,arrest,2015,1,CRIMINAL V,22
black,female,arrest,2015,1,JUVENILE V,13
black,female,arrest,2015,1,OTHER,16
black,female,arrest,2015,1,SUSPECT PE,26
black,female,arrest,2015,1,SUSPECT VE,3
black,female,arrest,2015,1,TRAFFIC VI,95
black,female,arrest,2015,2,CALL FOR S,50
black,female,arrest,2015,2,CITIZEN CO,6
black,female,arrest,2015,2,CRIMINAL V,14
black,female,arrest,2015,2,FLAGGED DO,4
black,female,arrest,2015,2,JUVENILE V,5
black,female,arrest,2015,2,OTHER,8
black,female,arrest,2015,2,SUSPECT PE,20
black,female,arrest,2015,2,SUSPECT VE,5
black,female,arrest,2015,2,TRAFFIC VI,91
