dbn,csd,BoroughL,Borough,school,Year,Total Enrollment,Grade PK,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,num_female,perc_female,num_mal,perc_male,num_asian,perc_asian,num_black,perc_black,num_hisp,perc_hisp,num_other,perc_other,num_white,perc_white,num_swd,perc_swd,num_ell,perc_ell,num_poverty,perc_poverty,prop_white,prop_black,prop_hisp,prop_asian,prop_other,h_score,high_school,middle_school,elem_school,pre_sch,csd_total_white,csd_total_black,csd_total_hisp,csd_total_other,csd_total_asian,csd_enr_total,csd_prop_white,csd_prop_black,csd_prop_hisp,csd_prop_asian,csd_prop_other,csd_h_score,total_ever_homeless,total_num_students,perc_ever_homeless,sch_diversity
03M333,3,M,Manhattan,P.S. 333 Manhattan School for Children,2017-18,753,0,90,101,100,99,98,88,64,63,50,0,0,0,0,382,50.7,371,49.3,45,6,86,11.4,135,17.9,43,5.7,444,59,140,18.6,17,2.3,132,17.5,0.589641434,0.114209827,0.179282869,0.059760956,0.057104914,1.199279723,0,1,1,0,7246,4678,7131,1213,1853,22121,0.327562045,0.211473261,0.322363365,0.083766557,0.054834772,1.426008065,2370,21197,11.2,1
03M334,3,M,Manhattan,The Anderson School,2017-18,537,0,50,58,60,57,55,53,64,64,76,0,0,0,0,266,49.5,271,50.5,145,27,15,2.8,49,9.1,53,9.9,275,51.2,35,6.5,1,0.2,45,8.4,0.512104283,0.027932961,0.091247672,0.270018622,0.098696462,1.243197604,0,1,1,0,7246,4678,7131,1213,1853,22121,0.327562045,0.211473261,0.322363365,0.083766557,0.054834772,1.426008065,2370,21197,11.2,1
03M402,3,M,Manhattan,The Urban Assembly School for Green Careers,2017-18,311,0,0,0,0,0,0,0,0,0,0,87,76,77,71,143,46,167,53.7,7,2.3,85,27.3,191,61.4,7,2.3,21,6.8,79,25.4,40,12.9,263,84.6,0.067524116,0.273311897,0.61414791,0.022508039,0.022508039,1.006714794,1,0,0,0,7246,4678,7131,1213,1853,22121,0.327562045,0.211473261,0.322363365,0.083766557,0.054834772,1.426008065,2370,21197,11.2,2
03M403,3,M,Manhattan,The Global Learning Collaborative,2017-18,436,0,0,0,0,0,0,0,0,0,0,119,90,123,104,202,46.3,234,53.7,10,2.3,107,24.5,292,67,9,2.1,18,4.1,86,19.7,67,15.4,355,81.4,0.041284404,0.245412844,0.669724771,0.02293578,0.020642202,0.911512979,1,0,0,0,7246,4678,7131,1213,1853,22121,0.327562045,0.211473261,0.322363365,0.083766557,0.054834772,1.426008065,2370,21197,11.2,2
03M404,3,M,Manhattan,Innovation Diploma Plus,2017-18,188,0,0,0,0,0,0,0,0,0,0,0,45,65,78,94,50,94,50,2,1.1,70,37.2,113,60.1,0,0,3,1.6,26,13.8,4,2.1,151,80.3,0.015957447,0.372340426,0.60106383,0.010638298,0,0.788188656,1,0,0,0,7246,4678,7131,1213,1853,22121,0.327562045,0.211473261,0.322363365,0.083766557,0.054834772,1.426008065,2370,21197,11.2,2
03M415,3,M,Manhattan,Wadleigh Secondary School for the Performing & Vis,2017-18,278,0,0,0,0,0,0,0,34,24,16,70,51,43,40,188,67.6,90,32.4,2,0.7,150,54,109,39.2,9,3.2,8,2.9,71,25.5,9,3.2,225,80.9,0.028776978,0.539568345,0.392086331,0.007194245,0.032374101,0.948667656,1,1,0,0,7246,4678,7131,1213,1853,22121,0.327562045,0.211473261,0.322363365,0.083766557,0.054834772,1.426008065,2370,21197,11.2,2
03M417,3,M,Manhattan,Frank Mccourt High School,2017-18,411,0,0,0,0,0,0,0,0,0,0,114,103,102,92,224,54.5,186,45.3,17,4.1,64,15.6,184,44.8,25,6.1,121,29.4,82,20,10,2.4,226,55,0.294403893,0.155717762,0.447688565,0.04136253,0.060827251,1.311430501,1,0,0,0,7246,4678,7131,1213,1853,22121,0.327562045,0.211473261,0.322363365,0.083766557,0.054834772,1.426008065,2370,21197,11.2,1
03M421,3,M,Manhattan,West Prep Academy,2017-18,203,0,0,0,0,0,0,0,55,74,74,0,0,0,0,102,50.2,101,49.8,1,0.5,123,60.6,74,36.5,1,0.5,4,2,70,34.5,13,6.4,174,85.7,0.019704434,0.60591133,0.36453202,0.004926108,0.004926108,0.801163269,0,1,0,0,7246,4678,7131,1213,1853,22121,0.327562045,0.211473261,0.322363365,0.083766557,0.054834772,1.426008065,2370,21197,11.2,2
03M452,3,M,Manhattan,P.S. 452,2017-18,336,54,61,39,42,41,50,49,0,0,0,0,0,0,0,161,47.9,175,52.1,35,10.4,38,11.3,52,15.5,14,4.2,197,58.6,69,20.5,12,3.6,75,22.3,0.586309524,0.113095238,0.154761905,0.104166667,0.041666667,1.216313342,0,0,1,1,7246,4678,7131,1213,1853,22121,0.327562045,0.211473261,0.322363365,0.083766557,0.054834772,1.426008065,2370,21197,11.2,1
03M479,3,M,Manhattan,Beacon High School,2017-18,1380,0,0,0,0,0,0,0,0,0,0,390,359,312,319,868,62.9,510,37,121,8.8,186,13.5,262,19,116,8.4,695,50.4,133,9.6,4,0.3,341,24.7,0.503623188,0.134782609,0.189855073,0.087681159,0.084057971,1.35257719,1,0,0,0,7246,4678,7131,1213,1853,22121,0.327562045,0.211473261,0.322363365,0.083766557,0.054834772,1.426008065,2370,21197,11.2,1
03M485,3,M,Manhattan,Fiorello H. LaGuardia High School of Music & Art a,2017-18,2809,0,0,0,0,0,0,0,0,0,0,807,669,724,609,2126,75.7,679,24.2,559,19.9,281,10,485,17.3,223,7.9,1261,44.9,75,2.7,6,0.2,806,28.7,0.448914204,0.1000356,0.172659309,0.199003204,0.079387682,1.41551497,1,0,0,0,7246,4678,7131,1213,1853,22121,0.327562045,0.211473261,0.322363365,0.083766557,0.054834772,1.426008065,2370,21197,11.2,1
03M492,3,M,Manhattan,"High School for Law, Advocacy and Community Justic",2017-18,466,0,0,0,0,0,0,0,0,0,0,145,129,87,105,269,57.7,197,42.3,11,2.4,162,34.8,276,59.2,4,0.9,13,2.8,92,19.7,26,5.6,412,88.4,0.027896996,0.347639485,0.592274678,0.02360515,0.008583691,0.906658569,1,0,0,0,7246,4678,7131,1213,1853,22121,0.327562045,0.211473261,0.322363365,0.083766557,0.054834772,1.426008065,2370,21197,11.2,2
03M494,3,M,Manhattan,High School of Arts and Technology,2017-18,504,0,0,0,0,0,0,0,0,0,0,167,132,114,91,174,34.5,329,65.3,25,5,173,34.3,282,56,10,2,14,2.8,121,24,54,10.7,423,83.9,0.027777778,0.343253968,0.55952381,0.049603175,0.01984127,1.018247322,1,0,0,0,7246,4678,7131,1213,1853,22121,0.327562045,0.211473261,0.322363365,0.083766557,0.054834772,1.426008065,2370,21197,11.2,2
03M505,3,M,Manhattan,Edward A. Reynolds West Side High School,2017-18,500,0,0,0,0,0,0,0,0,0,0,11,229,179,81,239,47.8,261,52.2,2,0.4,136,27.2,338,67.6,4,0.8,20,4,154,30.8,59,11.8,489,97.8,0.04,0.272,0.676,0.004,0.008,0.80829471,1,0,0,0,7246,4678,7131,1213,1853,22121,0.327562045,0.211473261,0.322363365,0.083766557,0.054834772,1.426008065,2370,21197,11.2,2
03M541,3,M,Manhattan,Manhattan / Hunter Science High School,2017-18,442,0,0,0,0,0,0,0,0,0,0,110,115,104,113,250,56.6,192,43.4,124,28.1,70,15.8,146,33,19,4.3,83,18.8,62,14,1,0.2,269,60.9,0.187782805,0.158371041,0.330316742,0.280542986,0.042986425,1.463653188,1,0,0,0,7246,4678,7131,1213,1853,22121,0.327562045,0.211473261,0.322363365,0.083766557,0.054834772,1.426008065,2370,21197,11.2,1
03M859,3,M,Manhattan,Special Music School,2017-18,314,0,13,15,14,15,16,16,16,14,16,40,53,41,45,160,51,154,49,45,14.3,38,12.1,47,15,47,15,137,43.6,32,10.2,1,0.3,64,20.4,0.436305733,0.121019108,0.149681529,0.143312102,0.149681529,1.464426911,1,1,1,0,7246,4678,7131,1213,1853,22121,0.327562045,0.211473261,0.322363365,0.083766557,0.054834772,1.426008065,2370,21197,11.2,1
03M860,3,M,Manhattan,Frederick Douglass Academy II Secondary School,2017-18,354,0,0,0,0,0,0,0,13,19,9,87,92,73,61,122,34.5,232,65.5,10,2.8,226,63.8,110,31.1,4,1.1,4,1.1,86,24.3,41,11.6,284,80.2,0.011299435,0.638418079,0.310734463,0.028248588,0.011299435,0.851754665,1,1,0,0,7246,4678,7131,1213,1853,22121,0.327562045,0.211473261,0.322363365,0.083766557,0.054834772,1.426008065,2370,21197,11.2,2
03M862,3,M,Manhattan,Mott Hall II,2017-18,342,0,0,0,0,0,0,0,105,116,121,0,0,0,0,160,46.8,182,53.2,15,4.4,91,26.6,148,43.3,22,6.4,66,19.3,79,23.1,7,2,212,62,0.192982456,0.266081871,0.432748538,0.043859649,0.064327485,1.34587351,0,1,0,0,7246,4678,7131,1213,1853,22121,0.327562045,0.211473261,0.322363365,0.083766557,0.054834772,1.426008065,2370,21197,11.2,1
04M007,4,M,Manhattan,P.S. 007 Samuel Stern,2017-18,357,20,25,26,29,41,40,29,53,43,51,0,0,0,0,174,48.7,183,51.3,10,2.8,98,27.5,234,65.5,6,1.7,9,2.5,95,26.6,47,13.2,323,90.5,0.025210084,0.274509804,0.655462185,0.028011205,0.016806723,0.893356558,0,1,1,1,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,2
04M012,4,M,Manhattan,Tag Young Scholars,2017-18,587,0,47,62,66,63,66,61,80,86,56,0,0,0,0,284,48.4,303,51.6,228,38.8,109,18.6,100,17,60,10.2,90,15.3,27,4.6,0,0,226,38.5,0.153321976,0.185689949,0.170357751,0.388415673,0.102214651,1.502097588,0,1,1,0,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,1
04M037,4,M,Manhattan,River East Elementary,2017-18,192,17,30,25,27,41,28,24,0,0,0,0,0,0,0,87,45.3,105,54.7,0,0,73,38,103,53.6,6,3.1,10,5.2,51,26.6,9,4.7,166,86.5,0.052083333,0.380208333,0.536458333,0,0.03125,0.96396916,0,0,1,1,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,2
04M038,4,M,Manhattan,P.S. 38 Roberto Clemente,2017-18,213,26,30,31,33,37,31,25,0,0,0,0,0,0,0,117,54.9,96,45.1,12,5.6,64,30,131,61.5,1,0.5,5,2.3,64,30,31,14.6,195,91.5,0.023474178,0.300469484,0.615023474,0.056338028,0.004694836,0.935538945,0,0,1,1,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,2
04M050,4,M,Manhattan,P.S. 050 Vito Marcantonio,2017-18,251,0,25,28,30,37,36,21,28,26,20,0,0,0,0,121,48.2,130,51.8,6,2.4,97,38.6,145,57.8,1,0.4,2,0.8,71,28.3,16,6.4,239,95.2,0.007968128,0.386454183,0.577689243,0.023904383,0.003984064,0.834177207,0,1,1,0,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,2
04M057,4,M,Manhattan,James Weldon Johnson,2017-18,818,36,70,77,76,88,84,98,96,95,98,0,0,0,0,403,49.3,415,50.7,29,3.5,213,26,551,67.4,11,1.3,14,1.7,224,27.4,85,10.4,719,87.9,0.017114914,0.260391198,0.673594132,0.035452323,0.013447433,0.862490282,0,1,1,1,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,2
04M072,4,M,Manhattan,The Lexington Academy,2017-18,620,26,63,51,60,66,62,63,66,81,82,0,0,0,0,299,48.2,321,51.8,16,2.6,86,13.9,499,80.5,2,0.3,17,2.7,151,24.4,74,11.9,559,90.2,0.027419355,0.138709677,0.80483871,0.025806452,0.003225807,0.66024101,0,1,1,1,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,3
04M083,4,M,Manhattan,P.S. 083 Luis Munoz Rivera,2017-18,439,18,53,65,68,72,76,87,0,0,0,0,0,0,0,214,48.7,225,51.3,54,12.3,79,18,279,63.6,7,1.6,20,4.6,92,21,47,10.7,393,89.5,0.045558087,0.179954442,0.635535308,0.123006834,0.01594533,1.061183644,0,0,1,1,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,1
04M096,4,M,Manhattan,P.S. 096 Joseph Lanzetta,2017-18,397,14,30,35,32,34,47,38,47,55,65,0,0,0,0,179,45.1,218,54.9,9,2.3,101,25.4,270,68,5,1.3,12,3,123,31,81,20.4,373,94,0.0302267,0.254408061,0.680100756,0.022670025,0.012594458,0.857129753,0,1,1,1,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,2
04M102,4,M,Manhattan,P.S. 102 Jacques Cartier,2017-18,318,26,46,44,49,56,44,53,0,0,0,0,0,0,0,149,46.9,169,53.1,26,8.2,91,28.6,170,53.5,17,5.3,14,4.4,99,31.1,34,10.7,255,80.2,0.044025157,0.286163522,0.534591195,0.081761006,0.05345912,1.191624059,0,0,1,1,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,1
04M108,4,M,Manhattan,P.S. 108 Assemblyman Angelo Del Toro Educational C,2017-18,452,13,31,34,40,29,47,45,62,59,92,0,0,0,0,204,45.1,248,54.9,15,3.3,144,31.9,282,62.4,3,0.7,8,1.8,145,32.1,41,9.1,403,89.2,0.017699115,0.318584071,0.623893805,0.033185841,0.006637168,0.876463084,0,1,1,1,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,2
04M112,4,M,Manhattan,P.S. 112 Jose Celso Barbosa,2017-18,309,29,93,92,95,0,0,0,0,0,0,0,0,0,0,138,44.7,171,55.3,10,3.2,75,24.3,200,64.7,5,1.6,19,6.1,108,35,62,20.1,247,79.9,0.061488673,0.242718447,0.647249191,0.03236246,0.01618123,0.974465992,0,0,1,1,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,2
04M146,4,M,Manhattan,P.S. 146 Ann M. Short,2017-18,334,30,50,54,65,42,51,42,0,0,0,0,0,0,0,162,48.5,172,51.5,22,6.6,83,24.9,220,65.9,2,0.6,7,2.1,116,34.7,67,20.1,324,97,0.020958084,0.248502994,0.658682635,0.065868264,0.005988024,0.91182234,0,0,1,1,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,2
04M155,4,M,Manhattan,P.S. 155 William Paca,2017-18,260,12,29,35,46,54,40,44,0,0,0,0,0,0,0,128,49.2,132,50.8,5,1.9,23,8.8,225,86.5,6,2.3,1,0.4,78,30,107,41.2,255,98.1,0.003846154,0.088461539,0.865384615,0.019230769,0.023076923,0.524002001,0,0,1,1,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,3
04M171,4,M,Manhattan,P.S. 171 Patrick Henry,2017-18,725,36,62,76,76,62,63,67,98,95,90,0,0,0,0,376,51.9,349,48.1,45,6.2,193,26.6,434,59.9,22,3,31,4.3,155,21.4,24,3.3,502,69.2,0.042758621,0.266206897,0.59862069,0.062068966,0.030344828,1.072851815,0,1,1,1,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,1
04M182,4,M,Manhattan,The Bilingual Bicultural School,2017-18,310,0,38,54,55,53,59,51,0,0,0,0,0,0,0,159,51.3,151,48.7,1,0.3,22,7.1,286,92.3,0,0,1,0.3,75,24.2,110,35.5,301,97.1,0.003225807,0.070967742,0.922580645,0.003225807,0,0.299099421,0,0,1,0,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,3
04M206,4,M,Manhattan,P.S. 206 Jose Celso Barbosa,2017-18,473,0,0,0,0,88,94,97,78,69,47,0,0,0,0,201,42.5,272,57.5,12,2.5,132,27.9,302,63.8,13,2.7,14,3,198,41.9,76,16.1,398,84.1,0.029598309,0.279069767,0.638477801,0.025369979,0.027484144,0.938823006,0,1,1,0,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,2
04M224,4,M,Manhattan,M.S. 224 Manhattan East School for Arts & Academic,2017-18,172,0,0,0,0,0,0,0,54,63,55,0,0,0,0,81,47.1,91,52.9,17,9.9,46,26.7,92,53.5,3,1.7,14,8.1,48,27.9,13,7.6,125,72.7,0.081395349,0.267441861,0.534883721,0.098837209,0.017441861,1.190928665,0,1,0,0,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,1
04M310,4,M,Manhattan,THE JUDITH S. KAYE HIGH SCHOOL,2017-18,75,0,0,0,0,0,0,0,0,0,0,22,30,13,10,25,33.3,50,66.7,2,2.7,32,42.7,37,49.3,3,4,1,1.3,29,38.7,4,5.3,63,84,0.013333333,0.426666667,0.493333333,0.026666667,0.04,0.994959542,1,0,0,0,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,2
04M372,4,M,Manhattan,Esperanza Preparatory Academy,2017-18,559,0,0,0,0,0,0,0,57,63,71,90,117,76,85,266,47.6,293,52.4,12,2.1,62,11.1,475,85,1,0.2,9,1.6,143,25.6,166,29.7,506,90.5,0.016100179,0.110912344,0.849731664,0.021466905,0.001788909,0.54251662,1,1,0,0,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,3
04M375,4,M,Manhattan,Mosaic Preparatory Academy,2017-18,333,36,40,56,52,55,41,53,0,0,0,0,0,0,0,159,47.7,174,52.3,8,2.4,139,41.7,165,49.5,14,4.2,7,2.1,109,32.7,31,9.3,310,93.1,0.021021021,0.417417417,0.495495496,0.024024024,0.042042042,1.016621211,0,0,1,1,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,2
04M377,4,M,Manhattan,Renaissance School of the Arts,2017-18,147,0,0,0,0,0,0,0,56,39,52,0,0,0,0,93,63.3,54,36.7,2,1.4,48,32.7,91,61.9,2,1.4,4,2.7,45,30.6,13,8.8,137,93.2,0.027210884,0.326530612,0.619047619,0.013605442,0.013605442,0.87734667,0,1,0,0,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,2
04M406,4,M,Manhattan,Global Technology Preparatory,2017-18,125,0,0,0,0,0,0,0,39,38,48,0,0,0,0,48,38.4,77,61.6,4,3.2,43,34.4,73,58.4,4,3.2,1,0.8,51,40.8,12,9.6,108,86.4,0.008,0.344,0.584,0.032,0.032,0.940109745,0,1,0,0,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,2
04M409,4,M,Manhattan,Coalition School for Social Change,2017-18,121,0,0,0,0,0,0,0,0,0,0,27,32,26,36,50,41.3,71,58.7,2,1.7,42,34.7,71,58.7,1,0.8,5,4.1,44,36.4,10,8.3,102,84.3,0.041322314,0.347107438,0.58677686,0.016528926,0.008264463,0.919213032,1,0,0,0,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,2
04M435,4,M,Manhattan,Manhattan Center for Science and Mathematics,2017-18,1625,0,0,0,0,0,0,0,0,0,0,426,429,378,392,807,49.7,816,50.2,312,19.2,299,18.4,884,54.4,50,3.1,80,4.9,197,12.1,111,6.8,1377,84.7,0.049230769,0.184,0.544,0.192,0.030769231,1.214879743,1,0,0,0,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,1
04M495,4,M,Manhattan,Park East High School,2017-18,406,0,0,0,0,0,0,0,0,0,0,96,105,113,92,205,50.5,200,49.3,19,4.7,104,25.6,258,63.5,15,3.7,10,2.5,61,15,12,3,340,83.7,0.024630542,0.256157636,0.63546798,0.04679803,0.036945813,0.99336998,1,0,0,0,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,2
04M497,4,M,Manhattan,Central Park East I,2017-18,196,27,25,25,29,35,28,27,0,0,0,0,0,0,0,104,53.1,92,46.9,25,12.8,36,18.4,67,34.2,16,8.2,52,26.5,37,18.9,6,3.1,84,42.9,0.265306122,0.183673469,0.341836735,0.12755102,0.081632653,1.497405089,0,0,1,1,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,1
04M555,4,M,Manhattan,Central Park East High School,2017-18,496,0,0,0,0,0,0,0,0,0,0,136,122,111,127,317,63.9,179,36.1,70,14.1,131,26.4,256,51.6,12,2.4,27,5.4,77,15.5,12,2.4,411,82.9,0.054435484,0.264112903,0.516129032,0.141129032,0.024193548,1.217831134,1,0,0,0,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,1
04M610,4,M,Manhattan,Young Women's Leadership School,2017-18,481,0,0,0,0,0,0,0,55,52,50,83,83,72,86,481,100,0,0,42,8.7,115,23.9,293,60.9,13,2.7,18,3.7,100,20.8,13,2.7,384,79.8,0.037422037,0.239085239,0.609147609,0.087318087,0.027027027,1.077507756,1,1,0,0,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,1
04M680,4,M,Manhattan,"Heritage School, The",2017-18,294,0,0,0,0,0,0,0,0,0,0,86,94,67,47,141,48,153,52,8,2.7,76,25.9,194,66,5,1.7,11,3.7,65,22.1,30,10.2,271,92.2,0.037414966,0.258503401,0.659863946,0.027210884,0.017006803,0.914328793,1,0,0,0,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,2
04M825,4,M,Manhattan,Isaac Newton Middle School for Math & Science,2017-18,192,0,0,0,0,0,0,0,78,59,55,0,0,0,0,86,44.8,106,55.2,11,5.7,50,26,126,65.6,0,0,5,2.6,60,31.3,23,12,175,91.1,0.026041667,0.260416667,0.65625,0.057291667,0,0.885637517,0,1,0,0,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,2
04M964,4,M,Manhattan,Central Park East II,2017-18,448,18,44,48,50,49,53,53,54,49,30,0,0,0,0,228,50.9,220,49.1,29,6.5,132,29.5,157,35,38,8.5,92,20.5,97,21.7,2,0.4,189,42.2,0.205357143,0.294642857,0.350446429,0.064732143,0.084821429,1.439068127,0,1,1,1,610,3038,7670,344,1063,12725,0.047937132,0.238742633,0.602750491,0.083536346,0.027033399,1.097723495,2816,13554,20.8,1
05M030,5,M,Manhattan,P.S. 030 Hernandez/Hughes,2017-18,252,16,48,38,38,38,36,38,0,0,0,0,0,0,0,125,49.6,127,50.4,3,1.2,100,39.7,139,55.2,4,1.6,6,2.4,74,29.4,30,11.9,237,94,0.023809524,0.396825397,0.551587302,0.011904762,0.015873016,0.90244311,0,0,1,1,568,5305,4362,308,450,10993,0.051669244,0.482579824,0.396797962,0.040935141,0.02801783,1.102454356,2996,11717,25.6,2
05M036,5,M,Manhattan,P.S. 036 Margaret Douglas,2017-18,391,41,64,47,65,64,53,57,0,0,0,0,0,0,0,198,50.6,193,49.4,3,0.8,163,41.7,213,54.5,4,1,8,2,125,32,38,9.7,345,88.2,0.020460358,0.416879795,0.544757033,0.007672634,0.010230179,0.859466996,0,0,1,1,568,5305,4362,308,450,10993,0.051669244,0.482579824,0.396797962,0.040935141,0.02801783,1.102454356,2996,11717,25.6,2
05M046,5,M,Manhattan,P.S. 046 Arthur Tappan,2017-18,661,35,63,69,67,72,86,80,63,61,65,0,0,0,0,338,51.1,323,48.9,4,0.6,322,48.7,322,48.7,8,1.2,5,0.8,197,29.8,69,10.4,622,94.1,0.007564297,0.487140696,0.487140696,0.006051437,0.012102874,0.821985164,0,1,1,1,568,5305,4362,308,450,10993,0.051669244,0.482579824,0.396797962,0.040935141,0.02801783,1.102454356,2996,11717,25.6,2
05M092,5,M,Manhattan,P.S. 092 Mary McLeod Bethune,2017-18,265,18,26,43,42,44,55,37,0,0,0,0,0,0,0,122,46,143,54,2,0.8,161,60.8,96,36.2,3,1.1,3,1.1,88,33.2,21,7.9,261,98.5,0.011320755,0.60754717,0.362264151,0.00754717,0.011320755,0.808931723,0,0,1,1,568,5305,4362,308,450,10993,0.051669244,0.482579824,0.396797962,0.040935141,0.02801783,1.102454356,2996,11717,25.6,2
05M123,5,M,Manhattan,P.S. 123 Mahalia Jackson,2017-18,479,36,32,38,44,58,47,48,65,58,53,0,0,0,0,225,47,254,53,7,1.5,246,51.4,195,40.7,11,2.3,20,4.2,119,24.8,94,19.6,457,95.4,0.041753653,0.513569937,0.407098121,0.014613779,0.022964509,0.989113257,0,1,1,1,568,5305,4362,308,450,10993,0.051669244,0.482579824,0.396797962,0.040935141,0.02801783,1.102454356,2996,11717,25.6,2
05M125,5,M,Manhattan,P.S. 125 Ralph Bunche,2017-18,297,50,63,43,37,40,29,35,0,0,0,0,0,0,0,136,45.8,161,54.2,21,7.1,111,37.4,102,34.3,12,4,51,17.2,45,15.2,6,2,202,68,0.171717172,0.373737374,0.343434343,0.070707071,0.04040404,1.354398679,0,0,1,1,568,5305,4362,308,450,10993,0.051669244,0.482579824,0.396797962,0.040935141,0.02801783,1.102454356,2996,11717,25.6,1
05M129,5,M,Manhattan,P.S. 129 John H. Finley,2017-18,435,28,28,40,34,30,49,41,68,63,54,0,0,0,0,194,44.6,241,55.4,15,3.4,211,48.5,193,44.4,11,2.5,5,1.1,110,25.3,37,8.5,404,92.9,0.011494253,0.485057471,0.443678161,0.034482759,0.025287356,0.971929794,0,1,1,1,568,5305,4362,308,450,10993,0.051669244,0.482579824,0.396797962,0.040935141,0.02801783,1.102454356,2996,11717,25.6,2
05M133,5,M,Manhattan,P.S. 133 Fred R Moore,2017-18,211,16,25,46,23,33,39,29,0,0,0,0,0,0,0,69,32.7,142,67.3,6,2.8,102,48.3,89,42.2,3,1.4,11,5.2,78,37,23,10.9,196,92.9,0.052132701,0.483412322,0.421800948,0.028436019,0.01421801,1.031198866,0,0,1,1,568,5305,4362,308,450,10993,0.051669244,0.482579824,0.396797962,0.040935141,0.02801783,1.102454356,2996,11717,25.6,2
05M148,5,M,Manhattan,Eagle Academy for Young Men of Harlem,2017-18,318,0,0,0,0,0,0,0,62,68,55,67,66,0,0,0,0,318,100,1,0.3,219,68.9,78,24.5,18,5.7,2,0.6,89,28,10,3.1,242,76.1,0.006289308,0.688679245,0.245283019,0.003144654,0.056603774,0.814117473,1,1,0,0,568,5305,4362,308,450,10993,0.051669244,0.482579824,0.396797962,0.040935141,0.02801783,1.102454356,2996,11717,25.6,2
