dbn,csd,BoroughL,Borough,school,Year,Total Enrollment,Grade PK,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,num_female,perc_female,num_mal,perc_male,num_asian,perc_asian,num_black,perc_black,num_hisp,perc_hisp,num_other,perc_other,num_white,perc_white,num_swd,perc_swd,num_ell,perc_ell,num_poverty,perc_poverty,prop_white,prop_black,prop_hisp,prop_asian,prop_other,h_score,high_school,middle_school,elem_school,pre_sch,csd_total_white,csd_total_black,csd_total_hisp,csd_total_other,csd_total_asian,csd_enr_total,csd_prop_white,csd_prop_black,csd_prop_hisp,csd_prop_asian,csd_prop_other,csd_h_score,total_ever_homeless,total_num_students,perc_ever_homeless,sch_diversity
02M198,2,M,Manhattan,P.S. 198 Isador E. Ida Straus,2017-18,461,51,71,67,87,57,61,67,0,0,0,0,0,0,0,220,47.7,241,52.3,96,20.8,46,10,108,23.4,14,3,197,42.7,99,21.5,27,5.9,176,38.2,0.427331887,0.09978308,0.234273319,0.20824295,0.030368764,1.366146329,0,0,1,1,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M212,2,M,Manhattan,P.S. 212 Midtown West,2017-18,366,36,53,57,54,56,53,57,0,0,0,0,0,0,0,185,50.5,181,49.5,51,13.9,23,6.3,89,24.3,32,8.7,171,46.7,41,11.2,13,3.6,82,22.4,0.467213115,0.06284153,0.243169399,0.139344262,0.087431694,1.360949923,0,0,1,1,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M217,2,M,Manhattan,P.S./I.S. 217 Roosevelt Island,2017-18,616,36,97,80,80,89,101,58,32,22,21,0,0,0,0,314,51,302,49,185,30,70,11.4,92,14.9,32,5.2,237,38.5,71,11.5,101,16.4,208,33.8,0.38474026,0.113636364,0.149350649,0.300324675,0.051948052,1.413508577,0,1,1,1,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M225,2,M,Manhattan,Ella Baker School,2017-18,320,40,45,31,36,38,32,39,13,25,21,0,0,0,0,159,49.7,161,50.3,18,5.6,53,16.6,103,32.2,27,8.4,119,37.2,68,21.3,3,0.9,107,33.4,0.371875,0.165625,0.321875,0.05625,0.084375,1.401031809,0,1,1,1,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M234,2,M,Manhattan,P.S. 234 Independence School,2017-18,642,0,107,101,121,107,99,107,0,0,0,0,0,0,0,318,49.5,324,50.5,61,9.5,9,1.4,49,7.6,60,9.3,463,72.1,99,15.4,10,1.6,63,9.8,0.721183801,0.014018692,0.076323988,0.095015576,0.093457944,0.937071448,0,0,1,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,2
02M255,2,M,Manhattan,M.S. 255 Salk School of Science,2017-18,386,0,0,0,0,0,0,0,130,128,128,0,0,0,0,224,58,162,42,64,16.6,7,1.8,44,11.4,34,8.8,237,61.4,64,16.6,2,0.5,41,10.6,0.613989637,0.018134715,0.113989637,0.165803109,0.088082902,1.131690365,0,1,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M260,2,M,Manhattan,M.S. 260 Clinton School Writers & Artists,2017-18,604,0,0,0,0,0,0,0,97,99,97,122,106,83,0,412,68.2,192,31.8,76,12.6,28,4.6,69,11.4,44,7.3,387,64.1,99,16.4,2,0.3,82,13.6,0.640728477,0.046357616,0.114238411,0.125827815,0.072847682,1.127075011,1,1,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M267,2,M,Manhattan,"East Side Elementary School, PS 267",2017-18,398,0,93,78,71,52,54,50,0,0,0,0,0,0,0,202,50.8,196,49.2,48,12.1,2,0.5,45,11.3,7,1.8,296,74.4,60,15.1,21,5.3,41,10.3,0.743718593,0.005025126,0.113065327,0.120603015,0.01758794,0.819438125,0,0,1,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,2
02M276,2,M,Manhattan,Battery Park City School,2017-18,827,0,95,90,87,90,87,103,99,92,84,0,0,0,0,395,47.8,432,52.2,162,19.6,34,4.1,109,13.2,75,9.1,447,54.1,147,17.8,26,3.1,104,12.6,0.54050786,0.041112455,0.131801693,0.195888755,0.090689238,1.267866263,0,1,1,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M280,2,M,Manhattan,Manhattan Early College School for Advertising,2017-18,367,0,0,0,0,0,0,0,0,0,0,108,98,80,81,207,56.4,160,43.6,23,6.3,127,34.6,173,47.1,15,4.1,29,7.9,79,21.5,14,3.8,294,80.1,0.079019074,0.346049046,0.471389646,0.0626703,0.040871935,1.226561017,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M281,2,M,Manhattan,The River School,2017-18,272,36,85,54,38,27,32,0,0,0,0,0,0,0,0,135,49.6,137,50.4,89,32.7,23,8.5,35,12.9,7,2.6,118,43.4,40,14.7,50,18.4,75,27.6,0.433823529,0.084558824,0.128676471,0.327205882,0.025735294,1.294756689,0,0,1,1,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M282,2,M,Manhattan,Urban Assembly Maker Academy,2017-18,386,0,0,0,0,0,0,0,0,0,0,137,99,71,79,113,29.3,273,70.7,40,10.4,101,26.2,180,46.6,25,6.5,40,10.4,65,16.8,18,4.7,287,74.4,0.103626943,0.261658031,0.466321244,0.103626943,0.064766839,1.35365691,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M288,2,M,Manhattan,Food and Finance High School,2017-18,378,0,0,0,0,0,0,0,0,0,0,125,93,82,78,211,55.8,167,44.2,17,4.5,150,39.7,188,49.7,13,3.4,10,2.6,80,21.2,20,5.3,333,88.1,0.026455027,0.396825397,0.497354497,0.044973545,0.034391534,1.065631755,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M289,2,M,Manhattan,I.S. 289,2017-18,283,0,0,0,0,0,0,0,99,93,91,0,0,0,0,134,47.3,149,52.7,125,44.2,11,3.9,32,11.3,6,2.1,109,38.5,66,23.3,5,1.8,142,50.2,0.385159011,0.038869258,0.113074205,0.441696113,0.021201413,1.182807004,0,1,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M290,2,M,Manhattan,P.S. 290 Manhattan New School,2017-18,631,40,114,96,105,94,96,86,0,0,0,0,0,0,0,332,52.6,299,47.4,68,10.8,14,2.2,55,8.7,40,6.3,454,71.9,89,14.1,17,2.7,69,10.9,0.719492869,0.022187005,0.087163233,0.107765452,0.063391442,0.948973124,0,0,1,1,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,2
02M294,2,M,Manhattan,Essex Street Academy,2017-18,340,0,0,0,0,0,0,0,0,0,0,93,86,78,83,188,55.3,152,44.7,21,6.2,130,38.2,139,40.9,30,8.8,20,5.9,89,26.2,12,3.5,234,68.8,0.058823529,0.382352941,0.408823529,0.061764706,0.088235294,1.286131225,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M296,2,M,Manhattan,High School of Hospitality Management,2017-18,391,0,0,0,0,0,0,0,0,0,0,141,115,67,68,280,71.6,111,28.4,16,4.1,110,28.1,235,60.1,20,5.1,10,2.6,81,20.7,37,9.5,359,91.8,0.025575448,0.281329923,0.601023018,0.040920716,0.051150895,1.039404869,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,2
02M297,2,M,Manhattan,M.S. 297,2017-18,193,0,0,0,0,0,0,0,193,0,0,0,0,0,0,100,51.8,93,48.2,17,8.8,18,9.3,37,19.2,5,2.6,116,60.1,42,21.8,6,3.1,58,30.1,0.601036269,0.093264249,0.191709845,0.088082902,0.025906736,1.152540277,0,1,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M298,2,M,Manhattan,Pace High School,2017-18,537,0,0,0,0,0,0,0,0,0,0,155,165,115,102,311,57.9,225,41.9,43,8,177,33,272,50.7,24,4.5,21,3.9,105,19.6,13,2.4,425,79.1,0.039106145,0.329608939,0.506517691,0.080074488,0.044692737,1.178183322,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M300,2,M,Manhattan,"Urban Assembly School of Design and Construction,",2017-18,356,0,0,0,0,0,0,0,0,0,0,71,100,97,88,104,29.2,252,70.8,18,5.1,86,24.2,239,67.1,8,2.2,5,1.4,85,23.9,37,10.4,306,86,0.014044944,0.241573034,0.671348315,0.050561798,0.02247191,0.906790085,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,2
02M303,2,M,Manhattan,"Facing History School, The",2017-18,382,0,0,0,0,0,0,0,0,0,0,93,121,92,76,174,45.5,208,54.5,5,1.3,94,24.6,271,70.9,6,1.6,6,1.6,89,23.3,57,14.9,310,81.2,0.015706806,0.246073298,0.709424084,0.013089005,0.015706806,0.775807485,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,3
02M305,2,M,Manhattan,"Urban Assembly Academy of Government and Law, The",2017-18,307,0,0,0,0,0,0,0,0,0,0,101,95,59,52,166,54.1,141,45.9,11,3.6,123,40.1,162,52.8,3,1,8,2.6,67,21.8,17,5.5,260,84.7,0.026058632,0.400651466,0.527687296,0.035830619,0.009771987,0.963337978,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,2
02M308,2,M,Manhattan,Lower Manhattan Arts Academy,2017-18,329,0,0,0,0,0,0,0,0,0,0,104,86,71,68,234,71.1,95,28.9,27,8.2,91,27.7,183,55.6,19,5.8,9,2.7,113,34.3,21,6.4,242,73.6,0.027355623,0.276595745,0.556231003,0.082066869,0.05775076,1.150066449,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M312,2,M,Manhattan,New York City Lab Middle School for Collaborative,2017-18,554,0,0,0,0,0,0,0,196,177,181,0,0,0,0,229,41.3,325,58.7,305,55.1,11,2,36,6.5,36,6.5,166,30,91,16.4,8,1.4,212,38.3,0.299638989,0.019855596,0.06498195,0.550541516,0.06498195,1.122804982,0,1,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M313,2,M,Manhattan,"James Baldwin School, The: A School for Expedition",2017-18,258,0,0,0,0,0,0,0,0,0,0,16,69,81,92,133,51.6,125,48.4,7,2.7,106,41.1,130,50.4,2,0.8,13,5,69,26.7,16,6.2,208,80.6,0.050387597,0.410852713,0.503875969,0.027131783,0.007751938,0.996928463,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,2
02M316,2,M,Manhattan,"Urban Assembly School of Business for Young Women,",2017-18,232,0,0,0,0,0,0,0,0,0,0,65,75,40,52,232,100,0,0,6,2.6,136,58.6,72,31,12,5.2,6,2.6,38,16.4,12,5.2,191,82.3,0.025862069,0.586206897,0.310344828,0.025862069,0.051724138,1.01845712,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,2
02M340,2,M,Manhattan,Sixth Avenue Elementary School,2017-18,277,71,67,63,41,35,0,0,0,0,0,0,0,0,0,146,52.7,131,47.3,20,7.2,10,3.6,36,13,33,11.9,178,64.3,44,15.9,3,1.1,27,9.7,0.642599278,0.036101083,0.129963899,0.072202166,0.119133574,1.112503428,0,0,1,1,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M343,2,M,Manhattan,The Peck Slip School,2017-18,441,35,97,85,70,61,51,42,0,0,0,0,0,0,0,229,51.9,212,48.1,81,18.4,20,4.5,52,11.8,57,12.9,231,52.4,75,17,11,2.5,41,9.3,0.523809524,0.045351474,0.117913832,0.183673469,0.129251701,1.306772509,0,0,1,1,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M347,2,M,Manhattan,The 47 American Sign Language & English Lower Scho,2017-18,197,52,32,16,20,13,10,15,12,17,10,0,0,0,0,102,51.8,95,48.2,6,3,39,19.8,85,43.1,17,8.6,50,25.4,103,52.3,51,25.9,122,61.9,0.253807107,0.197969543,0.431472081,0.030456853,0.086294416,1.349089034,0,1,1,1,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M374,2,M,Manhattan,Gramercy Arts High School,2017-18,491,0,0,0,0,0,0,0,0,0,0,138,152,95,106,364,74.1,127,25.9,18,3.7,176,35.8,238,48.5,29,5.9,30,6.1,81,16.5,8,1.6,402,81.9,0.061099796,0.358452139,0.484725051,0.036659878,0.059063137,1.177870206,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M376,2,M,Manhattan,NYC iSchool,2017-18,457,0,0,0,0,0,0,0,0,0,0,124,105,116,112,251,54.9,205,44.9,39,8.5,79,17.3,110,24.1,41,9,188,41.1,64,14,5,1.1,180,39.4,0.411378556,0.172866521,0.240700219,0.085339169,0.089715536,1.437975145,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M391,2,M,Manhattan,District 2 Pre-K Center,2017-18,355,355,0,0,0,0,0,0,0,0,0,0,0,0,0,172,48.5,183,51.5,66,18.6,21,5.9,58,16.3,30,8.5,180,50.7,21,5.9,0,0,37,10.4,0.507042254,0.05915493,0.163380282,0.185915493,0.084507042,1.329227555,0,0,0,1,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M392,2,M,Manhattan,MANHATTAN BUSINESS ACADEMY,2017-18,423,0,0,0,0,0,0,0,0,0,0,131,110,93,89,190,44.9,233,55.1,22,5.2,87,20.6,287,67.8,11,2.6,16,3.8,89,21,32,7.6,381,90.1,0.037825059,0.205673759,0.678486998,0.052009456,0.026004728,0.960973589,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,2
02M393,2,M,Manhattan,Business Of Sports School,2017-18,426,0,0,0,0,0,0,0,0,0,0,130,122,90,84,178,41.8,248,58.2,6,1.4,143,33.6,261,61.3,6,1.4,10,2.3,108,25.4,36,8.5,312,73.2,0.023474178,0.335680751,0.612676056,0.014084507,0.014084507,0.874736123,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,2
02M394,2,M,Manhattan,Emma Lazarus High School,2017-18,296,0,0,0,0,0,0,0,0,0,0,173,29,94,0,139,47,157,53,134,45.3,30,10.1,98,33.1,8,2.7,26,8.8,0,0,237,80.1,284,95.9,0.087837838,0.101351351,0.331081081,0.452702703,0.027027027,1.267996921,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M397,2,M,Manhattan,Spruce Street School,2017-18,539,18,68,69,61,54,48,46,62,58,55,0,0,0,0,264,49,275,51,85,15.8,18,3.3,75,13.9,64,11.9,297,55.1,91,16.9,16,3,71,13.2,0.551020408,0.033395176,0.139146568,0.157699443,0.118738405,1.260642065,0,1,1,1,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M399,2,M,Manhattan,The High School For Language And Diplomacy,2017-18,327,0,0,0,0,0,0,0,0,0,0,48,92,68,119,176,53.8,151,46.2,102,31.2,65,19.9,137,41.9,8,2.4,15,4.6,54,16.5,46,14.1,253,77.4,0.04587156,0.198776758,0.418960245,0.311926606,0.024464832,1.281164845,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M400,2,M,Manhattan,High School for Environmental Studies,2017-18,1194,0,0,0,0,0,0,0,0,0,0,299,296,285,314,608,50.9,586,49.1,145,12.1,196,16.4,756,63.3,18,1.5,79,6.6,224,18.8,100,8.4,967,81,0.066164154,0.164154104,0.633165829,0.121440536,0.015075377,1.084939321,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M407,2,M,Manhattan,Institute for Collaborative Education,2017-18,492,0,0,0,0,0,0,0,64,68,75,69,70,70,76,230,46.7,262,53.3,34,6.9,94,19.1,82,16.7,26,5.3,256,52,52,10.6,4,0.8,123,25,0.520325203,0.191056911,0.166666667,0.069105691,0.052845529,1.294834649,1,1,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M408,2,M,Manhattan,Professional Performing Arts High School,2017-18,565,0,0,0,0,0,0,0,58,31,33,94,124,99,126,423,74.9,142,25.1,37,6.5,120,21.2,121,21.4,46,8.1,241,42.7,84,14.9,1,0.2,206,36.5,0.426548673,0.212389381,0.214159292,0.065486726,0.081415929,1.405237779,1,1,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M411,2,M,Manhattan,Baruch College Campus High School,2017-18,460,0,0,0,0,0,0,0,0,0,0,124,110,110,116,269,58.5,191,41.5,180,39.1,21,4.6,61,13.3,19,4.1,179,38.9,73,15.9,2,0.4,192,41.7,0.389130435,0.045652174,0.132608696,0.391304348,0.041304348,1.274885381,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M412,2,M,Manhattan,N.Y.C. Lab School for Collaborative Studies,2017-18,498,0,0,0,0,0,0,0,0,0,0,124,129,118,127,256,51.4,242,48.6,98,19.7,22,4.4,66,13.3,36,7.2,276,55.4,97,19.5,4,0.8,143,28.7,0.554216868,0.044176707,0.132530121,0.196787149,0.072289157,1.242559353,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M413,2,M,Manhattan,School of the Future High School,2017-18,750,0,0,0,0,0,0,0,104,105,103,108,116,113,101,358,47.7,392,52.3,128,17.1,83,11.1,198,26.4,68,9.1,273,36.4,157,20.9,13,1.7,292,38.9,0.364,0.110666667,0.264,0.170666667,0.090666667,1.482456086,1,1,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M414,2,M,Manhattan,N.Y.C. Museum School,2017-18,450,0,0,0,0,0,0,0,0,0,0,120,118,97,115,268,59.6,182,40.4,131,29.1,61,13.6,152,33.8,21,4.7,85,18.9,77,17.1,6,1.3,299,66.4,0.188888889,0.135555556,0.337777778,0.291111111,0.046666667,1.454571311,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M416,2,M,Manhattan,Eleanor Roosevelt High School,2017-18,541,0,0,0,0,0,0,0,0,0,0,133,136,130,142,327,60.4,214,39.6,91,16.8,18,3.3,66,12.2,19,3.5,347,64.1,78,14.4,0,0,115,21.3,0.641404806,0.033271719,0.121996303,0.168207024,0.035120148,1.072176841,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M418,2,M,Manhattan,Millennium High School,2017-18,666,0,0,0,0,0,0,0,0,0,0,174,178,141,173,416,62.5,250,37.5,300,45,36,5.4,88,13.2,33,5,209,31.4,81,12.2,6,0.9,310,46.5,0.313813814,0.054054054,0.132132132,0.450450451,0.04954955,1.296965839,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M419,2,M,Manhattan,Landmark High School,2017-18,348,0,0,0,0,0,0,0,0,0,0,81,94,100,73,189,54.3,159,45.7,11,3.2,116,33.3,206,59.2,6,1.7,9,2.6,81,23.3,23,6.6,307,88.2,0.025862069,0.333333333,0.591954023,0.031609195,0.017241379,0.950301966,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,2
02M420,2,M,Manhattan,High School for Health Professions and Human Servi,2017-18,1819,0,0,0,0,0,0,0,0,0,0,515,529,401,374,1294,71.1,525,28.9,386,21.2,292,16.1,972,53.4,32,1.8,137,7.5,237,13,99,5.4,1281,70.4,0.075316108,0.160527763,0.534359538,0.212204508,0.017592084,1.223337334,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M422,2,M,Manhattan,Quest to Learn,2017-18,586,0,0,0,0,0,0,0,54,74,94,103,117,79,65,216,36.9,370,63.1,63,10.8,129,22,250,42.7,25,4.3,119,20.3,175,29.9,16,2.7,401,68.4,0.203071672,0.220136519,0.42662116,0.107508532,0.042662116,1.394674553,1,1,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M425,2,M,Manhattan,Leadership and Public Service High School,2017-18,523,0,0,0,0,0,0,0,0,0,0,137,139,150,97,294,56.2,229,43.8,39,7.5,144,27.5,313,59.8,8,1.5,19,3.6,97,18.5,27,5.2,425,81.3,0.036328872,0.275334608,0.598470363,0.07456979,0.015296367,1.040320487,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,2
02M427,2,M,Manhattan,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,2017-18,269,0,0,0,0,0,0,0,0,0,0,71,80,62,56,124,46.1,145,53.9,4,1.5,10,3.7,247,91.8,0,0,8,3,19,7.1,174,64.7,245,91.1,0.029739777,0.037174721,0.918215613,0.014869889,0,0.36785086,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,3
02M432,2,M,Manhattan,Murray Hill Academy,2017-18,317,0,0,0,0,0,0,0,0,0,0,105,114,58,40,161,50.8,156,49.2,24,7.6,99,31.2,168,53,10,3.2,16,5,76,24,18,5.7,263,83,0.050473186,0.312302839,0.529968454,0.075709779,0.031545741,1.155105635,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M437,2,M,Manhattan,Hudson High School of Learning Technologies,2017-18,476,0,0,0,0,0,0,0,0,0,0,121,128,118,109,153,32.1,323,67.9,31,6.5,136,28.6,277,58.2,13,2.7,19,4,117,24.6,47,9.9,399,83.8,0.039915966,0.285714286,0.581932773,0.06512605,0.027310924,1.07777878,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M438,2,M,Manhattan,International High School at Union Square,2017-18,360,0,0,0,0,0,0,0,0,0,0,82,101,88,89,152,42.2,208,57.8,65,18.1,66,18.3,196,54.4,2,0.6,31,8.6,12,3.3,301,83.6,286,79.4,0.086111111,0.183333333,0.544444444,0.180555556,0.005555556,1.191096375,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M439,2,M,Manhattan,Manhattan Village Academy,2017-18,456,0,0,0,0,0,0,0,0,0,0,106,114,110,126,273,59.9,183,40.1,41,9,62,13.6,308,67.5,6,1.3,39,8.6,71,15.6,8,1.8,352,77.2,0.085526316,0.135964912,0.675438597,0.089912281,0.013157895,1.020214343,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,2
02M442,2,M,Manhattan,"Ballet Tech, NYC Public School for Dance",2017-18,141,0,0,0,0,0,37,37,19,23,25,0,0,0,0,70,49.6,71,50.4,45,31.9,27,19.1,30,21.3,8,5.7,31,22,6,4.3,2,1.4,75,53.2,0.219858156,0.191489362,0.212765957,0.319148936,0.056737589,1.506118298,0,1,1,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M449,2,M,Manhattan,Vanguard High School,2017-18,446,0,0,0,0,0,0,0,0,0,0,124,117,94,111,232,52,214,48,20,4.5,123,27.6,263,59,16,3.6,24,5.4,106,23.8,16,3.6,360,80.7,0.053811659,0.275784753,0.589686099,0.044843049,0.03587444,1.082550918,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
02M459,2,M,Manhattan,Manhattan International High School,2017-18,337,0,0,0,0,0,0,0,0,0,0,90,90,81,76,151,44.8,186,55.2,59,17.5,50,14.8,181,53.7,1,0.3,46,13.6,9,2.7,231,68.5,278,82.5,0.136498516,0.148367953,0.537091988,0.175074184,0.002967359,1.21111757,1,0,0,0,16151,9225,20243,2855,13866,62340,0.259079243,0.147978826,0.324719281,0.222425409,0.045797241,1.473460382,7001,64290,10.9,1
